,CD161int 1,CD161neg 2,CD161hi 1,CD161neg 1,CD161hiCD56pos 3,CD161hi 3,CD161hi 2,CD161int 3,CD161hiCD56pos 2,CD161neg 3,CD161hiCD56pos 1,CD161int 2
92126,4,5,19,6,128,97,203,56,337,6,6,24
643542,1,4,0,1,0,5,1,2,3,3,5,5
101927430,1,1,1,3,2,3,1,0,1,4,6,1
54495,1213,859,1077,1332,1627,1684,763,852,1039,1647,1050,569
79839,17,8,23,1,213,9,54,4,47,26,10,30
100873758,0,0,0,0,0,2,0,0,0,0,2,2
220164,89,215,54,254,300,321,197,28,6,65,17,1
10666,1813,1428,1414,927,1417,2866,1622,1902,2645,2584,2016,2090
25914,318,408,92,338,9,204,232,89,120,386,44,221
9306,66,3,3,38,2,49,2,95,5,276,6,0
101927481,0,0,0,0,0,0,0,0,3,1,0,0
101060542,0,2,4,2,1,2,0,0,4,0,2,2
220158,8,113,0,128,0,0,0,4,2,176,1,1
100505776,0,0,0,2,0,2,0,0,0,2,1,8
102724913,0,0,0,1,0,0,0,0,0,0,1,0
147381,1,0,0,1,1,3,0,1,0,0,0,1
81832,5,1,10,8,4,9,1,8,9,4,14,5
100847083,0,0,1,0,0,0,0,0,0,0,1,0
100505797,0,0,0,0,0,0,0,0,0,0,0,0
400655,0,0,0,1,0,6,0,0,1,0,6,3
100505817,0,0,0,0,1,0,0,0,0,0,1,1
201456,3,0,0,6,2,1,25,1,1,0,1,0
29090,531,854,324,932,1074,1479,957,892,444,454,1355,930
1528,1789,1090,1377,2600,2614,4596,1550,2324,3176,3347,3001,1039
644041,0,3,5,6,11,18,0,5,2,3,4,2
101927606,0,0,0,0,0,0,0,0,0,0,0,1
125704,0,0,0,0,1,1,0,1,0,0,0,0
105372192,0,0,0,0,0,0,0,0,0,0,0,0
55748,772,273,294,490,464,907,308,309,635,352,398,403
84735,1,0,0,0,0,1,0,0,137,0,1,1
400657,165,555,486,637,305,325,363,403,250,784,194,590
55628,925,639,265,1405,560,3485,1730,895,624,1945,1190,1172
284273,323,115,231,78,206,392,112,467,117,174,34,222
10194,128,144,240,273,115,30,499,25,368,156,233,205
284274,3,4,3,0,2,1,4,3,2,9,3,1
100505853,1,0,0,4,0,3,0,0,1,0,0,3
105372204,3,0,4,0,0,2,2,0,2,0,8,0
339298,2,1,5,2,3,3,0,1,2,0,3,2
9658,1,46,31,33,0,16,23,8,1,166,4,8
101927989,0,0,0,0,0,3,0,0,0,0,0,31
400658,0,0,1,0,2,1,0,0,6,0,0,0
284276,1,1,1,0,1,1,0,0,0,0,3,3
400660,0,0,0,0,0,1,1,0,0,0,0,0
101927651,0,0,0,0,0,1,0,0,0,0,0,0
400661,0,0,1,3,0,0,0,0,0,5,8,0
100131655,26,0,11,41,6,5,10,0,34,41,1,1
7776,50,489,391,442,588,104,299,526,233,387,215,527
4155,968,544,932,1328,650,817,803,439,378,1321,884,1344
2587,0,0,0,0,0,0,0,3,0,0,0,1
101927715,0,0,0,0,0,0,0,0,0,0,0,0
27164,0,0,0,0,0,1,0,0,0,0,2,0
374868,994,379,750,1496,267,1036,1225,934,1360,1571,599,797
100996274,191,80,149,141,17,119,108,178,90,474,0,384
4772,410,101,209,1240,40,245,510,275,568,686,447,632
9150,230,18,88,71,65,91,87,243,154,375,272,5
105376875,38,0,72,63,0,28,0,16,0,0,0,15
26251,0,0,0,0,0,0,0,0,0,0,0,0
80148,96,53,32,43,80,61,43,30,80,0,4,3
440498,425,629,292,726,349,230,359,890,433,1179,340,656
10907,2643,2298,2207,3649,2939,3591,3543,4566,4618,9581,2015,1942
79863,110,75,242,82,305,85,122,193,227,593,48,72
100506070,0,0,0,0,0,0,0,0,0,0,0,0
22850,458,395,801,584,657,911,1358,527,647,1281,645,314
100130522,0,0,0,0,6,0,16,0,2,0,0,1
84552,1,43,115,83,128,110,83,108,128,302,188,130
375690,274,102,243,222,603,660,117,336,283,584,519,134
100422919,0,0,0,0,0,0,0,2,0,0,0,0
641702,5,3,0,0,2,8,2,2,5,0,5,1
81099,6,2,3,1,7,8,4,5,5,15,6,4
399844,19,10,21,37,8,2,31,25,35,71,39,3
101928344,22,17,13,52,19,53,26,51,29,52,29,21
8612,0,0,0,0,0,0,10,128,0,0,0,0
101929060,0,0,0,16,0,0,0,0,0,0,0,0
54531,17,0,3,0,27,0,6,0,52,0,2,3
51298,0,0,0,0,0,0,0,0,0,0,0,0
126567,0,0,0,0,0,0,0,0,0,0,0,0
25759,0,0,0,0,0,0,0,0,0,0,0,0
284451,0,0,0,0,0,0,0,0,0,0,0,0
8174,0,0,0,0,0,0,0,0,0,0,0,0
91978,761,54,300,389,680,989,352,550,543,443,504,493
997,303,196,481,303,344,272,417,161,708,600,307,737
3004,295,0,108,380,636,181,214,371,121,238,498,218
682,1143,801,1274,1371,1047,1877,1599,1695,1582,3114,1089,456
610,0,0,0,1,7,1,5,0,0,0,0,0
5442,29,1,25,35,76,121,74,2,330,8,6,59
27006,0,0,0,0,0,0,0,0,0,0,4,0
55658,48,154,128,302,242,81,268,366,313,637,292,231
10272,1,0,15,37,0,8,0,0,0,0,0,3
400668,3,0,0,0,0,1,0,0,0,0,0,0
5064,1,0,0,0,0,0,0,0,0,0,0,0
126353,0,0,0,0,0,0,0,0,0,2,0,0
5725,423,305,973,716,920,897,1177,599,893,1416,1335,479
100616459,0,0,0,0,0,0,0,0,0,0,0,0
79948,0,0,0,0,0,0,0,0,11,20,0,0
100422854,0,0,0,0,0,0,0,0,0,0,0,0
566,0,0,5,0,1,0,10,0,0,0,0,0
5657,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1675,154,0,59,26,71,132,53,161,122,0,55,42
10025,23,0,0,2,13,63,87,0,1,5,0,0
101954271,15,0,22,7,5,38,52,7,21,18,21,2
91300,160,0,198,289,150,152,440,38,361,574,110,250
84634,0,0,11,0,0,0,0,0,0,0,39,0
1820,0,0,6,1,71,1,15,2,69,0,1,0
57418,188,27,52,100,254,142,159,36,30,146,246,0
116444,0,0,0,0,0,0,0,0,0,0,0,0
91304,7,5,2,9,25,0,37,31,0,98,162,38
103625684,64,27,75,41,31,84,38,9,58,30,180,32
1265,349,202,253,480,192,171,299,861,283,649,310,207
10347,23,123,283,97,91,47,119,187,127,200,11,80
23526,496,301,423,593,310,300,550,291,495,870,339,486
5434,805,510,762,1098,1137,1620,996,1314,1197,1175,578,355
2879,4646,2230,2610,5276,4443,4482,3657,3466,3634,7402,3135,2863
22904,71,2,58,89,77,61,117,32,65,161,123,23
6794,116,25,17,3,54,1,16,10,34,2,21,14
255057,0,0,0,0,0,0,0,0,3,4,2,0
513,844,662,823,540,949,907,696,900,835,2023,1306,554
90007,171,143,380,362,105,250,533,209,318,520,439,175
148046,54,19,28,29,5,13,112,23,167,29,0,38
1153,784,645,1550,1728,1292,1574,2289,1694,2497,2942,1465,717
55009,805,548,325,720,669,1002,594,567,195,1078,257,329
1943,0,0,0,0,0,0,0,0,0,0,1,0
84939,77,54,47,46,31,183,117,41,91,70,52,68
100189306,0,12,0,11,1,0,1,0,1,1,1,0
100189195,0,0,1,0,0,0,1,0,0,0,1,0
374291,2840,1977,1577,2000,3184,3638,2334,2374,3402,4310,2296,2162
2593,104,81,32,0,222,260,182,157,0,295,1,83
26528,374,171,487,442,217,336,337,403,386,554,392,198
6209,15865,11354,10036,16818,16549,23553,14272,14343,16754,32612,13987,12410
10297,0,0,0,5,0,16,0,0,0,0,0,2
148223,46,13,153,93,261,332,385,84,19,357,242,122
54760,1,0,0,0,0,3,0,0,0,0,0,0
92840,0,8,0,1,0,2,0,0,0,0,0,0
339366,3,0,12,0,0,3,2,0,14,0,0,60
126520,0,0,0,1,0,0,0,0,2,0,1,0
399664,0,0,5,6,36,5,12,9,3,24,0,0
53615,1,22,12,86,7,0,45,6,48,18,169,5
10975,19584,10234,10260,14161,20927,25638,14002,14197,19681,24618,16041,12630
6929,103,1,46,15,0,104,61,27,43,23,64,15
390874,0,0,0,0,0,0,0,0,0,0,0,0
148229,0,0,0,0,0,62,0,0,0,0,0,0
57455,95,22,70,58,10,88,30,2,0,94,159,11
100302210,0,0,0,0,0,0,0,0,0,0,0,0
100288123,0,0,0,0,0,0,0,0,0,0,2,0
83855,27,3,66,31,8,3,16,15,41,136,25,10
81926,259,328,371,374,500,267,263,402,281,633,293,442
113179,81,94,0,22,0,16,0,169,0,0,158,0
113178,0,0,2,13,6,5,75,47,18,13,41,14
1455,259,117,268,240,107,276,316,100,262,576,219,148
255193,0,0,1,0,0,0,0,0,0,0,1,0
55643,89,40,9,83,36,154,115,139,14,68,21,18
2872,729,540,720,1055,870,597,1230,616,639,1892,1288,554
126308,439,115,57,250,165,276,211,263,469,273,522,211
113177,0,0,0,0,0,0,3,0,0,0,0,0
8943,210,279,224,175,169,173,308,205,628,460,234,99
84444,68,20,12,142,6,0,43,5,9,109,93,26
55111,383,419,444,267,413,755,243,409,122,1088,100,274
100302283,0,0,0,0,0,0,0,0,0,0,0,0
102466736,0,0,0,0,0,0,0,0,0,0,0,0
8175,0,18,5,87,79,194,164,113,83,96,8,0
268,0,0,0,0,0,0,0,0,0,0,0,20
100423031,0,0,0,0,0,0,0,0,0,0,0,0
126306,0,0,0,41,0,0,0,0,79,33,0,0
4946,12185,7593,11614,16245,12188,13772,15294,16507,17744,29900,9618,9929
374872,8,2,7,5,7,4,53,1,2,4,28,3
645191,0,6,0,0,43,0,0,0,0,0,0,0
51690,5580,2422,2875,4367,4209,5762,2870,3359,4282,6196,4622,3190
56928,24,21,15,0,8,132,27,65,7,58,33,40
360200,1,0,0,0,0,5,0,0,1,1,0,1
26517,780,593,566,1563,1039,1154,993,818,1958,2612,881,976
84823,4,1,75,50,28,137,34,54,51,0,8,1
102466806,0,0,0,0,0,0,0,0,0,0,0,0
101928602,0,0,0,0,0,0,1,0,0,0,0,0
4616,2709,5971,5582,8249,10410,8597,15963,9182,13557,17893,6670,5708
101929097,0,0,0,0,0,0,0,0,0,0,0,0
2788,137,114,112,78,111,46,93,68,59,347,1,1
102465838,0,1,0,1,0,0,0,0,0,5,0,0
148252,0,0,0,2,0,1,0,0,0,0,0,0
29985,1,0,201,63,1,193,268,0,2,81,241,121
6449,95,194,71,212,34,60,123,222,21,36,18,23
7064,1,0,54,0,7,15,25,4,0,5,28,0
115196,8,3,1,3,0,5,1,10,29,103,35,19
148254,3,4,453,409,5,824,5,169,1,12,9,16
80032,1,1,0,3,2,0,0,3,3,2,0,0
126295,2,129,29,9,177,20,74,464,9,416,2,684
58492,79,1,9,2,171,3,125,3,149,10,3,82
79816,0,0,0,0,0,0,0,0,0,0,0,0
7089,0,1,0,23,0,0,24,0,0,0,0,1
166,1107,1679,1536,1591,956,1981,2071,1753,1684,3241,1332,1012
2767,12,0,0,0,0,0,0,0,0,0,0,19
2769,4,0,183,0,19,105,103,30,40,174,340,0
100996351,24,26,56,20,231,95,28,117,82,104,28,0
8698,191,203,247,157,146,463,112,51,120,643,33,213
56926,121,78,39,12,80,2,58,253,120,0,50,7
60680,1,0,1,0,0,0,2,0,0,0,2,0
4782,2,17,13,0,37,116,11,23,20,224,17,13
284422,0,0,0,0,0,1,0,0,0,0,105,0
83475,33,19,4,0,25,59,45,126,43,128,67,14
51343,40,140,16,20,14,71,101,95,214,177,6,3
126321,32,16,51,199,19,58,220,18,85,222,101,181
100128569,0,0,0,21,0,0,0,0,0,0,0,0
10362,99,19,97,131,149,195,208,252,0,346,59,31
126326,2,0,0,0,0,0,0,0,0,35,0,0
6915,3,2,1,9,0,5,1,0,5,3,3,5
404665,0,0,0,0,0,0,0,0,0,0,0,0
58509,9,13,12,35,7,27,33,22,4,95,16,47
23396,6,57,42,61,1,17,61,20,120,130,9,17
27134,0,20,0,0,0,33,80,0,5,3,17,0
9546,34,46,22,1,2,0,128,37,401,1,43,2
116541,2683,1738,1613,2261,2565,3503,1893,2421,2590,5400,1776,1480
84839,0,0,0,0,0,0,0,0,0,0,0,0
4145,0,17,37,25,65,20,81,14,201,3,59,2
23217,121,0,1,102,90,79,0,0,38,65,105,48
85300,0,3,2,9,3,1,6,3,0,1,3,2
27231,0,0,0,0,0,0,0,0,0,0,0,0
1613,40,0,22,2,6,27,0,0,2,24,8,0
693222,0,0,0,0,0,0,0,0,0,0,0,0
1938,1752,1477,2065,2088,1675,1953,3080,1512,2022,4036,1692,1954
26812,0,0,0,1,0,0,0,0,0,0,0,0
51588,204,28,87,0,1,75,214,170,12,122,86,4
51341,121,57,91,214,70,191,204,26,118,183,156,46
5605,29,3,206,231,282,137,265,53,3,282,52,318
84699,0,0,0,0,0,0,0,0,0,0,0,0
51548,122,34,73,122,91,3,101,10,67,113,47,38
170961,1,0,9,42,3,2,58,0,115,0,0,9
10148,3,0,0,127,0,0,0,3,0,0,0,0
55702,139,394,331,345,170,533,429,102,460,1192,169,373
56961,0,0,0,0,0,0,0,0,0,0,0,0
126259,202,139,443,389,403,789,266,314,196,885,642,533
79187,0,178,45,0,52,0,1,2,94,43,0,1
55620,0,0,33,9,123,1,27,0,1,0,0,0
84954,0,0,11,13,3,56,8,70,0,27,0,0
6455,69,9,128,7,34,2,20,15,110,148,64,60
10036,89,213,40,195,0,1,30,38,23,4,28,36
80700,11,0,52,2,28,46,17,1,278,14,112,6
100616371,0,0,0,0,0,0,0,0,0,0,0,0
84717,65,0,9,19,6,45,4,20,9,8,0,2
729359,1,0,0,1,0,0,0,0,0,5,3,0
440503,0,16,0,0,0,0,1,1,0,0,0,1
116844,0,1,0,1,0,2,4,1,0,0,1,0
10501,0,0,0,0,0,0,0,0,0,0,0,0
126282,67,38,73,1,0,113,2,17,24,18,21,31
56005,1109,921,2139,2790,2638,2641,2811,4064,3222,5312,2495,1534
91039,135,28,39,15,8,73,71,12,1,57,61,7
100131094,0,0,0,0,0,0,0,0,0,0,0,0
7197,0,0,0,0,11,4,4,0,12,1,1,0
100189416,12,1,0,0,0,0,2,0,15,0,49,0
284424,0,0,0,0,0,0,0,0,0,0,0,0
407045,1,0,0,0,0,0,0,0,0,0,0,0
55527,330,20,208,236,215,245,341,59,117,51,175,53
148022,71,3,68,5,118,10,84,21,173,341,199,104
10226,121,0,49,0,188,0,125,42,1,26,165,1
645432,43,3,18,8,0,5,1,54,1,42,4,1
29128,4,2,2,3,2,3,4,8,1,42,8,2
100616337,0,0,0,0,0,0,0,0,0,0,0,0
23030,114,7,68,368,7,52,262,170,249,105,78,55
5802,6,18,0,1,18,1,0,3,1,0,1,1
148066,0,0,0,0,2,0,0,0,0,0,0,0
257000,2,0,50,1,0,0,27,1,0,22,0,4
9667,1329,942,1307,1787,707,731,1804,887,1447,2779,821,1894
6294,789,888,337,605,603,1034,1133,316,1163,1681,349,955
125988,2854,1588,1638,2663,2725,3752,2001,1780,2944,2968,2895,2132
374875,0,0,23,0,43,0,0,0,2,0,0,0
25873,16102,9657,10627,17150,12716,18465,15714,13784,17202,30953,12683,11361
9361,87,26,78,64,39,123,60,101,114,525,66,93
257062,1,0,1,2,9,9,55,0,0,0,3,2
163154,0,0,0,0,1,0,0,0,0,15,0,0
56931,0,28,44,266,77,258,295,45,387,229,105,37
4902,7,0,19,0,0,0,0,9,2,3,22,0
2528,2,0,4,0,0,1,1,0,0,6,3,1
2525,0,2,0,0,0,1,0,0,1,0,0,0
101928844,1,0,0,0,0,0,0,0,0,0,0,0
2527,1,0,0,0,2,1,0,0,0,0,0,0
126328,4814,2073,2373,4096,4230,6798,2940,3782,4469,7176,4082,3025
400673,23,23,8,3,0,0,0,0,131,0,83,8
828,0,11,17,0,1,7,6,1,28,4,5,127
8498,210,178,93,87,327,316,373,133,67,141,221,211
100128568,27,0,21,132,72,111,62,11,61,86,87,44
5990,39,41,87,11,187,155,72,32,182,27,103,43
81616,4,2,0,11,2,2,0,0,22,0,1,2
4298,3,12,1,25,0,45,50,48,0,78,43,37
125981,26,19,10,17,0,26,96,111,0,17,2,0
8192,1167,730,792,925,1137,1556,1134,1962,1282,2529,539,484
84266,649,236,476,840,472,651,512,556,447,761,366,315
5623,0,0,0,4,0,0,0,0,0,0,0,0
2962,383,174,201,313,317,387,298,218,192,149,362,126
102465533,0,0,0,0,0,0,0,0,0,0,0,0
102465473,0,0,0,1,0,0,1,0,2,0,0,1
390877,6,41,19,40,34,20,20,8,49,0,0,1
8570,69,29,31,110,26,31,167,91,162,79,92,46
100500888,0,0,0,0,0,0,0,0,0,0,0,0
284427,1,1,0,0,0,0,0,0,0,0,0,0
79085,5,0,15,1,1,0,0,47,1,3,16,0
92359,81,115,61,84,29,113,38,112,0,368,0,0
79958,153,13,240,180,91,106,135,54,247,278,48,112
10382,25,29,69,42,63,78,113,90,137,148,67,70
8744,60,294,812,626,1814,781,2038,479,1572,2229,1211,333
970,66,0,232,50,341,117,21,161,165,459,204,1
8740,96,215,481,102,1463,93,304,201,851,210,1607,312
718,1,1,1,0,0,0,0,0,1,0,47,1
56927,35,158,634,239,515,286,324,275,17,726,260,127
102465474,0,0,0,14,0,0,0,0,0,0,0,21
9322,0,86,21,1,50,0,0,0,0,8,0,2
10045,57,2,108,164,101,73,153,34,152,231,394,81
7409,102,226,281,354,328,179,537,206,297,840,357,194
2015,36,1,57,16,3,1,3,34,2,0,1,1
326342,3,129,33,0,0,1,28,1,0,4,1,183
497049,0,0,0,0,0,0,0,0,0,0,0,0
284428,1,2,3,1,3,4,1,0,1,0,3,1
653656,1,2,3,1,3,3,1,0,1,4,4,2
125997,1,0,4,1,1,1,0,0,1,0,1,4
653657,1,2,3,1,3,3,1,0,1,4,4,2
79230,283,218,185,714,308,1046,508,99,188,804,395,329
3643,3,5,7,2,6,9,18,21,26,89,7,53
23370,182,256,83,155,34,152,193,65,41,76,264,116
100128573,0,0,1,0,2,4,3,0,0,3,0,0
92960,18,4,23,1,3,34,62,83,201,87,1,58
374877,0,1,0,0,0,1,0,0,0,0,0,0
140467,14,0,0,0,0,21,11,4,1,0,3,0
57192,4,0,30,0,19,34,87,103,25,104,128,0
10908,44,17,73,105,1,23,37,17,7,303,54,21
57662,0,0,0,0,0,0,0,6,0,0,0,0
102465475,0,0,0,0,0,0,0,0,0,0,0,0
56949,99,3,45,5,82,67,78,7,120,195,77,67
100131801,12732,4978,6614,9921,13311,16529,6291,7374,10125,17216,12497,6236
126006,0,0,1,7,0,0,0,0,0,0,77,0
6813,382,14,108,4,256,97,167,130,40,293,48,114
56729,0,0,0,0,0,0,0,0,0,0,0,0
199675,0,0,0,0,0,0,0,2,0,0,0,0
126003,1110,518,487,697,1090,1964,664,825,1184,1597,1399,879
2208,0,0,0,0,0,0,0,0,0,0,0,0
339390,0,0,0,0,0,0,0,0,0,0,0,0
30835,53,34,13,56,36,42,33,15,63,47,48,24
10332,0,0,0,0,0,0,0,0,0,0,0,0
440508,4,1,6,6,4,5,3,3,1,6,12,2
115704,0,0,34,0,3,0,0,1,0,0,0,1
80164,0,0,0,0,1,0,0,0,0,3,0,0
388499,5,12,10,17,15,25,11,48,10,21,11,20
80131,1,3,0,1,1,0,1,0,2,0,1,0
5609,25,7,9,6,2,0,57,16,50,55,44,10
100507588,0,6,20,1,22,0,0,6,0,1,34,18
6618,0,137,34,0,13,1,114,2,0,42,139,21
404217,0,0,0,0,0,0,0,0,0,0,0,0
10469,424,256,221,372,346,463,426,364,462,601,414,498
1994,638,328,770,197,685,460,1177,1112,543,547,171,26
6370,2,0,0,0,0,0,0,0,0,0,0,0
84467,0,0,0,4,0,2,1,0,0,1,1,0
79603,3,4,88,0,100,56,62,50,2,33,42,18
51293,283,24,560,304,846,396,340,341,624,1272,95,396
4701,2046,738,737,1945,1522,1285,649,1047,1179,2073,979,833
6234,5199,3539,4440,6563,4767,6157,6148,3820,6476,9825,5624,5525
256949,17,0,34,53,0,0,1,0,0,0,0,0
51129,0,1,0,0,27,1,0,0,38,0,0,1
100507567,138,37,0,22,235,65,58,94,129,322,34,20
